2019/1/14 星期一 14:40:52	正在初始化...已完成
2019/1/14 星期一 20:49:40	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:49:42	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:49:42	[返回无票]该数据为缓存,将G1028车次放入小黑屋420秒...

2019/1/14 星期一 20:49:42	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:57:10	开始预订G1018次列车车票...

2019/1/14 星期一 20:57:10	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:57:10	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:57:14	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:57:14	[返回无票]该数据为缓存,将G1018车次放入小黑屋900秒...

2019/1/14 星期一 20:57:14	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 21:15:31	开始预订G1022次列车车票...

2019/1/14 星期一 21:15:31	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 21:15:31	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 21:15:32	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 21:15:32	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 21:15:32	[任务5]快速出票安全期,等待2789ms

2019/1/14 星期一 21:15:35	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 21:15:35	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/14 星期一 21:15:35	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 21:15:47	开始预订G1018次列车车票...

2019/1/14 星期一 21:15:48	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 21:15:48	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 21:15:48	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 21:15:48	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 21:15:48	[任务5]快速出票安全期,等待2523ms

2019/1/14 星期一 21:15:51	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 21:15:51	[返回无票]该数据为缓存,将G1018车次放入小黑屋960秒...

2019/1/14 星期一 21:15:51	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 21:17:12	开始预订G1022次列车车票...

2019/1/14 星期一 21:17:12	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 21:17:12	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 21:17:17	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 21:17:17	[返回无票]该数据为缓存,将G1022车次放入小黑屋1320秒...

2019/1/14 星期一 21:17:17	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 21:17:39	开始预订G1014次列车车票...

2019/1/14 星期一 21:17:39	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 21:17:39	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 21:17:40	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 21:17:40	[返回无票]该数据为缓存,将G1014车次放入小黑屋1140秒...

2019/1/14 星期一 21:17:40	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 21:17:48	开始预订Z230次列车车票...

2019/1/14 星期一 21:17:48	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 21:17:48	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 21:17:50	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 21:17:50	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 21:17:50	[任务5]快速出票安全期,等待2780ms

2019/1/14 星期一 21:17:53	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 21:17:53	[返回无票]该数据为缓存,将Z230车次放入小黑屋600秒...

2019/1/14 星期一 21:17:53	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 21:22:15	开始预订G1012次列车车票...

2019/1/14 星期一 21:22:15	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 21:22:15	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 21:22:18	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 21:22:18	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 21:22:18	[任务5]快速出票安全期,等待1491ms

2019/1/14 星期一 21:22:21	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 21:22:21	[返回无票]该数据为缓存,将G1012车次放入小黑屋360秒...

2019/1/14 星期一 21:22:21	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 21:29:05	开始预订G1012次列车车票...

2019/1/14 星期一 21:29:05	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 21:29:05	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 21:29:14	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 21:29:14	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 21:29:14	[任务5]快速出票安全期,等待858ms

2019/1/14 星期一 21:29:16	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 21:29:16	[返回无票]该数据为缓存,将G1012车次放入小黑屋420秒...

2019/1/14 星期一 21:29:16	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

